codigo_comuna,nombre_comuna,grd_total,grd_chilean,grd_foreign,grd_pct_foreign,grd_mean_los,grd_mean_los_chilean,grd_mean_los_foreign,grd_mean_severity,grd_mortality_rate,grd_top3_chapters,grd_rate_per_10k
13111,La Granja,14803,13943,860,5.809633182463014,5.393568871174762,5.440436061105931,4.633720930232558,1.482875092886577,2.5265148956292642,"Cap.15  EMBARAZO, PARTO Y PUERPERIO (O00-O9A), Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95), Cap.09  ENFERMEDADES DEL APARATO CIRCULATORIO (I00-I99)",1321.4368606166645
13118,Macul,13343,12128,1215,9.105898223787753,5.520947313197931,5.670679419525066,4.026337448559671,1.5699617777111594,3.4400059956531517,"Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95), Cap.15  EMBARAZO, PARTO Y PUERPERIO (O00-O9A), Cap.19  LESIONES TRAUMÁTICAS, ENVENENAMIENTOS Y OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS (S00-T88)",1077.7867528271406
13131,San Ramón,11743,10986,757,6.446393596184961,4.966448096738483,5.019843437101766,4.191545574636724,1.4538022651792557,2.214084986800647,"Cap.15  EMBARAZO, PARTO Y PUERPERIO (O00-O9A), Cap.11  ENFERMEDADES DEL APARATO DIGESTIVO (K00-K95), Cap.07  ENFERMEDADES DEL OJO Y SUS ANEXOS (H00-H59)",1545.0909186600354
